*рашити,V-,
1689,Ma,
171,Ma,
18,Ma,
24,Ma,
26,Ma,
7018,Ma,
cъзади,Df,
а,C-,а; и; но; если
а,F-,
а,Ne,
ааликсоломъ,F-,
абадан,F-,
абие,Df,тотчас; сразу; снова
абрь,F-,
абы,Df,
абы,G-,
аввакумъ,Ne,Аввакум
авдономъ,Nb,самодержец
авелевъ,A-,Авелев
авель,Ne,Авель
аверкии,Ne,
аверъ,Ne,Авер
авимелехъ,Ne,Авимелех
авифаникия,Ne,Авифаникия
авраамии,Ne,Авраамий
авраамль,A-,Авраамов
авраамовичь,Ne,сын Авраама
авраамовъ,A-,Авраамов
авраамъ,Ne,Аврам
аврамии,Ne,
авратъ,F-,
авъгустъ,Nb,август
агамемнонъ,Nb,
агараньскыи,A-,агарянский
агарь,Ne,Агарь
агарянинъ,Nb,агарянин; мусульманин
агафонъ,Ne,Агафон
агафья,Ne,Агафья
агляне,Nb,агляне
агньць,Nb,ягнёнок; жертва
агня,Nb,ягнёночек;
агриппина,Ne,Агриппина
адамль,A-,Адамов
адамовъ,A-,Адамов
адамъ,Ne,Адам
аданаи,F-,
адрякъ,Nb,имбирь
адулбъ,Ne,Адулб
адунь,Ne,Адун
адъ,Nb,ад
адъвъ,A-,адский
аепа,Ne,Аепа
аепинъ,A-,Аепин
аеръ,Nb,воздух
аесова,Nb,
аже,Df,
аже,G-,если
азаръ,F-,
азгулуи,Ne,Азгулуй
азъ,Pp,я
азъбукъвьныи,A-,азбучный
акаи,F-,
акберь,F-,
акечаны,F-,
акимъ,Ne,
акланъ,Ne,Аклан
ако,Df,как
ако,G-,
акраганьскыи,A-,
аксамитьныи,A-,аксамитный
аксина,Ne,
аксинья,Ne,Аксинья
актеву,Ne,
акулъ,F-,
акши,F-,
акъ,F-,
акъберъ,F-,
акъже,Df,как
акы,Df,как
акы,Dq,как будто
акы,G-,так как
акыиже,Pr,
аладинъ,Ne,Алладин
алакудосу,F-,
алакъ,Ne,
алафа,Nb,награда
алача,Nb,шёлковая или бумажная полосатая ткань
алвадъ,Ne,Алвад
алданъ,Ne,Алдан
алеевъ,A-,Алеев
алекса,Ne,
александра,Ne,
александриискыи,A-,Александрийский
александрия,Ne,Александрия
александровичь,Ne,
александръ,Ne,Александр
алексии,Ne,Алексей
али,C-,или
али,Df,или
али,G-,если
алилуя,I-,аллилуйя
алилуя,Nb,аллилуйя
алиль,Ne,Адиль
алимпии,Ne,
алимулъ,F-,
алмазъ,Nb,
алмазьникъ,Nb,шлифовщик драгоценных камней
алманакъ,Nb,гадание по движению планет и знакам зодиака
алтунопа,Ne,Алтунопа
алтынъ,Nb,монета стоимостью в три копейки (денежная единица)
алудинъ,F-,
алфавитъ,Nb,алфавит
алъбанасъ,Nb,албанец
алъбрахтъ,Ne,
алъвания,Ne,Албания
алъкание,Nb,голодание; пост
алъкати,V-,голодать; поститься
алъкота,Nb,
алъчь,Nb,голод
алъчьныи,A-,
аль,Df,разве; неужели
аль,F-,
альадьюлю,F-,
альазизу,F-,
альакаму,F-,
альалиму,F-,
альбариюу,F-,
альбасуту,F-,
альвасирю,F-,
альвахаду,F-,
алькабизу,F-,
алькафару,F-,
алькахару,F-,
альлятуфу,F-,
альмавифу,F-,
альмелику,F-,
альмугамину,F-,
альмузилю,F-,
альмумину,F-,
альмусавирю,F-,
альмутаканъбиру,F-,
альррафию,F-,
альрязаку,F-,
альсемию,F-,
альфатагу,F-,
альхалику,F-,
альхафизу,F-,
альчебару,F-,
алядинандъ,F-,
аляндъ,Ne,Аленд
амазоне,Nb,амазонки
аманатъ,Nb,заложник
амаръ,Ne,Амар
амасия,Ne,Амасия
амбаръ,Nb,амбар
амиля,Ne,Амиля
аминъ,I-,аминь
аминъ,Nb,аминь
аминъдовъ,A-,Аминодов
аммонъ,Nb,благовонное растение
амо,Dq,куда
аможе,Dq,
амоновъ,A-,Аманна
амосъ,Ne,Амос
амуратовъ,A-,Амуратов
амуратъ,Ne,Амурат
амусаить,Ne,Абу Саид
амфилохии,Ne,
амьмория,Ne,Морея; Пелопоннес
амьчукъ,F-,
анания,Ne,
анастасии,Ne,Анастасий
анастасия,Ne,Анастасия
анастасъ,Ne,Анастас
анатолии,Ne,Анатолий
анафема,Nb,анафема
анафора,Nb,
ангеловидьныи,A-,
ангелъ,Nb,ангел
ангельскы,Df,
ангельскыи,A-,ангельский
андрианъ,Ne,Андриан
андроневъ,Ne,*андроневъ монастырь: Андроников монастырь
андрониковъ,A-,
андроникъ,Ne,Андроник
андрѣевичь,Ne,Андреевич
андрѣевъ,A-,Андреев
андрѣи,Ne,Андрей
андрѣянъ,Ne,
анна,Ne,Анна
ано,Df,но; однако
антиминсъ,Nb,антиминс
антиохиискыи,A-,Антиохийский
антиохия,Ne,Антиохия
антиоховъ,A-,Антиохов
антиохъ,Nb,
антиохъ,Ne,Антиох
антипасха,Nb,антипасха; Фомина неделя
антихристовъ,A-,антихристовый
антихристъ,Nb,антихрист
антонии,Ne,Антоний
антоновъ,A-,
антонъ,Ne,Антон
анфилохии,Ne,Амфилохий
анфимъ,Nb,
анфимъ,Ne,Анфим
аньбалъ,Ne,
аньгляне,Nb,англы
аньдриакия,Ne,Адриатика
аньдриатиньскыи,A-,Адриатический
аньдрихъ,Ne,Ольдржих
аньнии,Ne,Ианний
аньнинъ,A-,
апокалипсисъ,Nb,апокалипсис (книга)
аполинарии,Ne,Аполлинарий
аполонии,Ne,
апостолъ,Nb,апостол
апостольскыи,A-,апостольский
априль,Nb,апрель
арабаньскыи,A-,Араванский
аравия,Ne,Аравия
арака,Nb,арак (алкогольный напиток)
аранъ,Ne,Аран
арбанашь,Nb,албанец
ареопагитъ,Ne,Арепагит
арии,Ne,Арий
аркадии,Ne,
аркадия,Ne,Аркадия
аркадъ,Ne,
аркажь,A-,
аркуда,Nb,медведь
арменинъ,Nb,армянин
армения,Ne,Армения
армячныи,A-,армячный
ароматьныи,A-,ароматный
аронъ,Ne,Аарон
аронь,A-,Ароня
аросто,F-,
арсении,Ne,
артемонъ,Ne,Артемон
арханъгелъ,Nb,архангел
архидуксъ,Nb,великий князь
архидьяконъ,Nb,архидьякон
архиепископлии,A-,архиепископский
архиепископъ,Nb,архиепископ
архиепископьство,Nb,
архиереи,Nb,архиерей
архиереискыи,A-,архиерейский
архимандрития,Nb,
архимандритъ,Nb,архимандрит
архистратигъ,Nb,архистратиг (возглавляющий ангельское воинство)
арцицинъ,Ne,Эрзинджан
аршинъ,Nb,аршин (единица измерения)
аръсланапа,Ne,Арсланапа
асадукъ,Ne,Асадук
асалому,F-,
асанъ,Ne,Асанб
асатъ,Ne,Асат
асафъ,Ne,
асень,F-,
асинъ,Ne,
асинь,Ne,Асинь
асиръ,Ne,Асир
асия,Ne,Азия
асколдъ,Ne,Аскольд
асмудъ,Ne,Асмунд
астраханъ,Ne,Астрахань
асупъ,Ne,Асуп
асуриискыи,A-,ассирийский
асуритисиу,Ne,Асуритисиоу
асурия,Ne,Ассирия
асуриянинъ,Nb,ассириец
асуръ,Ne,Ашшур
ати,G-,
атласъ,Nb,атлас
атле,F-,
атъ,Df,да будет; пусть
атъ,G-,
атыръ,F-,
атырьсень,F-,
ать,Df,
афанасева,Ne,Афанасьева
афанасевъ,A-,Афанасьев
афанасии,Ne,Афанасий
афатаде,F-,
афетовъ,A-,Иафетов
афетъ,Ne,Иафет
афины,Ne,Афины
афонасии,Ne,Афонасий
африкия,Ne,Африка
ахалимъ,F-,
ахамду,F-,
ахикъ,Nb,сердолик
ахмуловъ,A-,
ациже,Dq,если же
аче,Df,если
аче,G-,если
ачукъ,F-,
ачьче,F-,
аще,Df,если; разве; ли
аще,G-,если; хотя; когда; даже если; ли
аѳонасии,Ne,Афонасий
ба,F-,
баба,Nb,пеликан
баба,Nb,женщина; бабушка
бабинъ,A-,
бабити,V-,заниматься повивальным делом
бабогури,Nb,белый агат
багримъ,Nb,Курбан-байрам
багровыи,A-,
багрямъ,Nb,Курбан-байрам
багубарсовъ,A-,Багубарсов
багъряница,Nb,багряница
багъряныи,A-,красный
базаръ,Nb,базар; ярмарка
базлукъ,Nb,скоба с шипами для хождения по льду
базы,F-,
баидана,Nb,
баикаловъ,A-,байкальский
бака,Ne,Баку
балаганьць,Nb,шалаш
балтаулии,Ne,Балтаулий
балтоуглии,Ne,Балтаулий
балыкая,Ne,Balaklava
банъ,Ne,
баньныи,A-,банный
баня,Nb,баня
баракъ,Ne,Варак
барании,A-,бараний
бараново,Ne,
баранъ,Nb,баран
бараньныи,A-,бараний
бараньць,Nb,баран
барка,Nb,лодка
барочь,Ne,
баручь,Ne,
бархатъ,Nb,бархат
батманъ,Nb,батман (мера веса)
батогъ,Nb,палка; наказание
батожъкъ,Nb,палка
батыи,Ne,
батько,Nb,отец (обращение)
батюшко,Nb,господин
батюшька,Nb,
башетъ,F-,
баши,F-,
башкъртъ,Ne,
башмаковъ,Ne,Башмаков
башмакъ,Ne,Башмак (прозвище)
башта,Nb,башня
башьня,Nb,башня
бе,I-,
бебрянъ,A-,
бегиларбѣи,Nb,бейлербей
бегълѧри,F-,
бедерь,Ne,Бедерь (Бидар)
бедерьханъ,Ne,Бедерьхан
бедро,Nb,бедро
бежицѣ,Ne,
бежичанинъ,Nb,
без,R-,без
безаконие,Nb,грех; беззаконие
безаконьникъ,Nb,преступник; еретик; иноверец
безаконьновати,V-,грешить
безаконьныи,A-,греховный; иноверный
безбожьныи,A-,безбожный; неправоверный
безбраньно,Df,без боя; беспрепятственно
безводие,Nb,отсутствие воды
безводица,Nb,отсутствие воды
безводьныи,A-,безводный
безврѣменьныи,A-,неумеренный; несвоевременный
безвѣрие,Nb,безверие
безвѣрьныи,A-,неверный
безгласьныи,A-,безмолвный
безгнѣвие,Nb,
безгодьныи,A-,несчастный; непригодный; несвоевременный
безгрѣшьныи,A-,безгрешный
бездобь,A-,
бездушьныи,A-,неодушевлённый
бездъждие,Nb,отсутствие дождя
бездъна,Nb,преисподняя
бездѣлие,Nb,бездействие
бездѣлица,Nb,безделица
бездѣльныи,A-,праздный; безуспешный
безимяньникъ,Nb,тот; у кого нет имени
безлѣпица,Nb,бессмыслица
безлѣпичьныи,A-,несправедливый
безлѣпотьныи,A-,
безмилостивыи,A-,
безмълвие,Nb,молчание
безмълвьныи,A-,
безмълвьствовати,V-,
безмьздьникъ,Nb,
безмьздьныи,A-,безвозмездный
безмятежьныи,A-,
безмѣнъ,Nb,
безмѣрьныи,A-,неизмеримый
безначальныи,A-,безначальный
безумие,Nb,безумие; безрассудство
безумьныи,A-,безумный; безрассудный
безълобивыи,A-,кроткий
безълобие,Nb,кротость
бекѣтовъ,Ne,Бекетов
белдюзь,Ne,Белдюзь
белзъ,Ne,Белз
белкатгинъ,Ne,Белкатгин
бемъ,F-,
бендерь,Ne,Бендер-Аббас
бенедиктъ,Ne,
бервогыдирь,F-,
берегъ,Nb,берег
бережение,Nb,сохранность; оберегание
бережьно,Df,разумно; предусмотрительно
бережьныи,A-,сохранный; предусмотрительный
березовыи,A-,
березовьскыи,A-,
берекезанъ,Ne,Берекезан
беременная,A-,беременная
беренди,Ne,Беренди
береньдичи,Nb,берендеи
береньдѣи,Nb,
берестие,Ne,Берестье (Брест)
берестии,Ne,
берестиянинъ,Nb,
бересто,Nb,береста
берестовое,Ne,Берестовое
беречи,V-,заботиться; оберегать; хранить
берлядьскыи,A-,
бернадыньскыи,A-,
берсень,F-,
берь,F-,
берьновъ,A-,? Бернов
бесерменинъ,Nb,мусульманин
бесерменьскы,Df,
бесерменьскыи,A-,мусульманский
бесерменьство,Nb,ислам
бескабальныи,A-,
бесквьрьныи,A-,непорочный
бесконьчьныи,A-,бесконечный
бескръвьныи,A-,бескровный
бескудьныи,A-,обильный
бесловесьныи,A-,бессловесный
беспечалие,Nb,
беспечальныи,A-,
бесплодие,Nb,неплодородие
бесплътьныи,A-,
беспрѣстаньно,Df,беспрестанно
беспутие,Nb,
бесрамьныи,A-,бесстыдный
бестрашие,Nb,бесстрашие
бестрашьныи,A-,бесстрашный; дерзкий; бесопасный
бестудьныи,A-,бесстыдный
бесхмельныи,A-,безалкогольный
бесхытростьныи,A-,
бесцѣньныи,A-,
бесчиние,Nb,нарушение порядка; непристойное поведение
бесчиньникъ,Nb,законопреступник
бесчиньно,Df,
бесчиньныи,A-,бесчинный; беззаконный
бесчиньствовати,V-,бесчинствовать
бесчисльно,Df,бесчисленно; безмерно
бесчисльныи,A-,бесчисленный; безмерный
бесчьствовати,V-,оскорблять
бесчьстие,Nb,отсутствие почтения
бесчьстьныи,A-,опозоренный; непочитаемый
бесчѣловечьныи,A-,жестокий
бесъблазньныи,A-,без соблазна
бесъкабальныи,A-,не оформленный документом (кабалой)
бесъмьртие,Nb,бессмертие
бесъмьртьныи,A-,бессмертный
бесѣда,Nb,разговор
бесѣдовати,V-,разговаривать
беть,Nb,бревно; закреплённое между бортами
бешь,F-,
биение,Nb,убийство
бизимъ,F-,
било,Nb,доска для подачи сигналов
бинедарьскыи,A-,виджаянагарский
бинчаи,Nb,разновидность смолы дерева
биревъ,Nb,
биричь,Nb,глашатай
бисмилна,F-,
бити,V-,бить; нападать на; возвр: сражаться; *бити челомъ: отдавать низкий поклон; почтительно просить о чем-л.
битие,Nb,избиение
биченѣгира,Ne,Виджаянагара
благо,Nb,добро; благополучие
благобоязнивыи,A-,богобоязненный
благоволение,Nb,
благоволити,V-,благоволить
благовоньныи,A-,благовонный
благовѣрие,Nb,истинная вера; благочестие
благовѣрьныи,A-,праведный
благовѣстити,V-,сообщать радостную весть
благовѣстовати,V-,
благовѣщение,Nb,благовещенье (церковный праздник)
благовѣщеньскыи,A-,благовещенский
благоговѣние,Nb,благочестие
благодарение,Nb,благодарность
благодарити,V-,благодарить
благодарьныи,A-,благодарственный; благодарный
благодать,Nb,благодать
благодатьство,Nb,богатство
благодѣньство,Nb,благополучие
благодѣтель,Nb,благодетель
благодѣть,Nb,благодать
благодѣтьствовати,V-,
благодѣяние,Nb,благодеяние
благодѣяти,V-,
благожитие,Nb,благополучная счастливая жизнь
благоизволити,V-,соблаговолить
благоисправляти,V-,исправлять к лучшему
благокрасьныи,A-,
благолиствьныи,A-,
благолѣпьныи,A-,красивый
благонравие,Nb,
благонравьство,Nb,благонравие
благоплодьныи,A-,
благоподражаныи,A-,
благопотрѣбьныи,A-,полезный
благоприятьныи,A-,приятный
благоразумие,Nb,
благоразумьныи,A-,мудрый; вразумительный
благорасудьныи,A-,благоразумный
благородьныи,A-,благородный; знатный
благословение,Nb,благословение; хвала
благословеныи,A-,достойный хвалы; дарованный
благословесьныи,A-,благословенный
благословити,V-,благословить; хвалить; благодарить; refl.: получить благословение; позволение
благословление,Nb,разрешение
благословляти,V-,благословлять
благословьствити,V-,
благостояние,Nb,
благостыни,Nb,милость; доброта
благость,Nb,милость; доброта
благосьрдие,Nb,
благосьрдыи,A-,
благосьрдьнѣ,Df,
благоугодьныи,A-,угодный; приятный
благоумьныи,A-,
благоутробие,Nb,милосердие
благоухание,Nb,аромат
благоуханьныи,A-,
благохваление,Nb,
благохытрыи,A-,
благочиние,Nb,строгий порядок; благопристойное поведение
благочиньныи,A-,соответствующий строгому порядку
благочьстивыи,A-,благочестивый
благочьстивьно,Df,похвально
благочьстие,Nb,благочестие
благочьстьно,Df,
благыи,A-,добрый; приятный; свирепый
блаженикъ,Nb,праведник
блаженыи,A-,блаженный
блазнити,V-,соблазнять
блазновато,Df,невероятно
блекотати,V-,блеять
ближе,Df,ближе
ближии,A-,более близкий
ближика,Nb,
ближьнии,A-,сосед; ближайший родственник; близкий человек
ближьникъ,Nb,
близокъ,Nb,
близостьныи,A-,*имена близостьные: истинные имена Бога
близъ,Df,
близъ,R-,близко; вблизи; около; у
близъко,Df,
близъкыи,A-,близкий
блинцы,Nb,блины
блинъ,Nb,блин
блистание,Nb,блеск; сияние
блистаница,Nb,светило
блистати,V-,блистать; сиять
блудити,V-,блуждать; прелюбодействовать
блудъ,Nb,распутство
блудъ,Ne,Блуд
блудъкиничь,Ne,
блудьникъ,Nb,распутник
блудьница,Nb,распутница
блудьныи,A-,распутный; непристойный
блудьня,Nb,распутство
блужение,Nb,распутство
блъха,Nb,блоха
бльвание,Nb,рвота
бльвати,V-,блевать
бльвотина,Nb,рвота
бльщати,V-,сверкать
блюдение,Nb,попечение
блюдо,Nb,блюдо
блюсти,V-,хранить; сторожить; соблюдать; refl: остерегаться; слушаться
блюститель,Nb,хранитель
блядивыи,A-,вздорный
блядинъ,A-,принадлежащий распутнице
блядь,Nb,лжеучение; распутница
блядьня,Nb,лжеучение
блясти,V-,блудить
бо,Df,ведь; ибо; потому что
бобръ,Nb,бобр
богадѣльныи,A-,такой; который живёт ради Бога
богатити,V-,
богатыи,A-,богатый; дорогой; обильный
богатьныи,A-,
богатьство,Nb,богатство
богатѣти,V-,богатеть
богдановичь,Ne,Богданович
богоблаженыи,A-,в Боге счастливый
богобоязнивыи,A-,богобоязненный
богогласьныи,A-,разумный
богодъхновеныи,A-,вдохновлённый Богом
богодѣланьныи,A-,
богознамение,Nb,божественное знамение
богозъваньныи,A-,призванный Богом
боголюбивыи,A-,такой; который любит Бога
боголюбово,Ne,
боголюбое,Ne,
боголюбьскыи,A-,
боголюбьць,Nb,тот; кто любит Бога
боголѣпъ,Ne,
богомати,Nb,Богоматерь
богомолие,Nb,
богомудрыи,A-,божественно мудрый
богомужьныи,A-,богочеловеческий
богомьрзкыи,A-,мерзкий пред Богом
богоносьныи,A-,носящий в себе Бога
богоотроковица,Nb,Богоматерь
богоотьць,Nb,
богоподражательныи,A-,
богоразумие,Nb,познание Бога
богорасленьныи,A-,
богородица,Nb,богородица
богородичьныи,A-,относящийся к Богородице
богословесьныи,A-,
богословъ,Nb,богослов
богословьць,Nb,богослов
богосъдѣтельныи,A-,
богоугодьно,Df,богоугодно
богоугодьныи,A-,богоугодный
богоугодьнѣ,Df,богоугодно
богохранимыи,A-,
богоявление,Nb,
богоявленьскыи,A-,
богуславъ,Ne,
богъ,Nb,God
боженка,Nb,часовня
божии,A-,божий; относящийся к Богу; божественный
божити,V-,refl: клясться
божьница,Nb,церковь
божьскы,Ne,
божьство,Nb,божественная сущность; бог
божьствьныи,A-,божественный; божий
бои,Nb,бой
бокъ,Nb,бок
болванъ,Nb,идол
боле,Df,
болеславичь,Ne,
болеславъ,Ne,Болеслав
болесть,Nb,болезнь
болии,A-,больший
боловесъ,Ne,
болого,Nb,
болоние,Nb,низменное поречье
болонь,Nb,
болото,Nb,болото
болумышьти,F-,
болушь,Ne,Болуш
болъдиныи,A-,Болдин
больма,Df,больше
больми,Df,больше
больница,Nb,больница
больныи,A-,больной; относящийся к болезни; болезненный
больсынъ,F-,
большии,A-,больший; старший
боляринъ,Nb,боярин
боляровъ,A-,боярский
болярыня,Nb,боярыня
болярьскыи,A-,
болярьство,Nb,боярство
болярьць,Nb,боярин
болѣзновати,V-,заботиться
болѣзнь,Nb,болезнь; горе
болѣзньныи,A-,болезненный
болѣти,V-,болеть; заботиться
боняковъ,A-,
бонякъ,Ne,Боняк
боранина,Nb,баранина
боранъ,Nb,баран
борисовичь,Ne,Борисович
борисовъ,A-,Борисов
борисовъ,Ne,
борисъ,Ne,Борис
боричевъ,Ne,Боричев
боричь,Ne,Борич
боришь,A-,
борода,Nb,борода
борона,Nb,борона
боронение,Nb,
боронити,V-,защищать
боронь,Nb,
бороти,V-,сражаться; refl: бороться
борть,Nb,борть
бортьныи,A-,пчеловодческий
боръ,Nb,бор
боръ,Ne,
борьба,Nb,борьба
борьць,Nb,
босикомъ,Df,босиком
бости,V-,бодать; ранить
босыи,A-,босой
ботьвинье,Nb,ботвинья
бохмитъ,Nb,
бохмитъ,Ne,Бохмит
бохмичь,A-,мусульманский
бочесьныи,A-,бочковой
бочьчька,Nb,бочечка
бочьчьныи,A-,бочковой
боязнивыи,A-,богобоязненный
боязнь,Nb,боязнь
боянъ,Ne,
боянь,A-,
бояринъ,Nb,боярин
боярыни,Nb,боярыня
боярьскыи,A-,боярский
боярьство,Nb,
бояти,V-,refl.: бояться
брага,Nb,брага; раствор муки с водой и солодом для хлебного вина
брада,Nb,борода
бражничати,V-,пьянствовать
бражьникъ,Nb,пьяница
бражьныи,A-,бражный
бракъ,Nb,супружество; свадьба
бранивати,V-,refl.: ругаться
бранити,V-,ругать; refl.: ругаться
брань,Nb,битва; ругань
браньныи,A-,военный
братанъ,Nb,
братеникъ,Nb,брат
брати,V-,воевать; возвр: бороться; сражаться; нападать
братиловичи,Nb,
братина,Nb,ковш для напитков
братичичь,Nb,
братия,Nb,братия; братья
братолюбивыи,A-,любящий ближнего
братолюбие,Nb,любовь к ближнему
братолюбьство,Nb,любовь к ближнему
братоненавидьникъ,Nb,ненавидящий брата
братоненавидѣние,Nb,ненависть к ближнему
братонѣжькъ,Ne,
братоубииство,Nb,братоубийство
братоубиица,Nb,братоубийца
братръ,Nb,брат
братучадо,Nb,сын брата
братъ,Nb,брат
братьнь,A-,относящийся к брату
братьскыи,A-,братский
братьць,Nb,братец
братята,Ne,
брачение,Nb,бракосочетание
брачьныи,A-,брачный
брашьно,Nb,пища; яства
брашьньныи,A-,
бревеньныи,A-,сделанный из бревна
бредити,V-,
брежение,Nb,бережливость; сбережение
брежьныи,A-,бережный
брести,V-,брести
брехати,V-,
брещи,V-,защищать
брити,V-,брить
бритобрадьць,Nb,тот; кто сбрил бороду
бродити,V-,бродить; ходить вброд
бродъ,Nb,брод
броды,Ne,Броды
бродьникъ,Nb,
бродьня,Nb,действие по глаголу бродить
бронь,Ne,
бруны,Ne,Бруны
брусничьныи,A-,брусничный
бръня,Nb,воинске доспехи
бръсати,V-,бросать
бръсити,V-,бросить
брынець,Nb,рис
брьвьно,Nb,бревно
брюхатыи,A-,беременная
брюхо,Nb,живот
бряньскыи,A-,брянский
бряхимовъ,Ne,
брячина,Nb,шёлковая ткань
брячиславль,A-,принадлежащий Брячиславу
брячиславъ,Ne,Брячислав
брѣгъ,Nb,берег
брѣмя,Nb,груз; бремя
брѣщи,V-,беречь
бубънъ,Nb,бубен
буволъ,Nb,
бугунъ,Ne,Бугун
бугъ,Ne,Буг
будинъ,Ne,
будити,V-,будить
будонья,F-,
буды,Ne,Буды
будьто,Df,будто
будьто,Dq,будто
буесть,Nb,заносчивость
бужане,Nb,бужане
бужьское,Ne,Бужское
бужьскъ,Ne,Бужск (Буск)
бузанъ,Ne,Бузан
буи,A-,дерзкий
буиволъ,Nb,буйвол
буивольныи,A-,буйволиный
буиство,Nb,
буици,Ne,Буйцы
букы,Nb,письменность
булатъ,Ne,Булат
булатьныи,A-,булатный
булгакъ,Nb,мятеж
бурчевичь,Ne,Бурчевич
бурыи,A-,
буря,Nb,буря
бусовъ,A-,
бутовъ,A-,Бутов
бутхана,Nb,буддийский храм
бутханъ,Nb,кумирня
бутъ,Nb,идол; кумир; бог индийского пантеона
бухоныи,A-,мягкий; пышный
бъдро,Df,
бъдрость,Nb,усердие
бъдръствовати,V-,быть бдительным
бъдрыи,A-,бодрый; смелый
бъдѣние,Nb,бодрствование
бъдѣти,V-,бодрствовать; заботиться
бъздра,Nb,удила
бълванъ,Nb,
българе,Nb,болгары
българыни,Nb,болгарка
българьскыи,A-,болгарский
бълкатыи,A-,крепкий
бързо,Df,быстро
бързописьць,Nb,
бързыи,A-,
бърщь,Nb,борщевик
бъчела,Nb,пчела
бъчелъка,Nb,бочка
бъчьвь,Nb,бочка
бъчька,Nb,бочка
бывати,V-,бывать; происходить; приходить
бывъшии,A-,
быкъ,Nb,бык
былина,Nb,
быля,Nb,
быстро,Df,быстро
быстрыи,A-,быстрый
быти,V-,быть; находиться; стать; случиться; происходить; произойти; сбыться; прийти; остаться
бытие,Nb,бытие; возникновение
бьрати,V-,брать
бьрковьскъ,Nb,мера веса
бьрнъ,Ne,
бьсиръ,Nb,драгоценный камень; жемчуг
бяковичь,Ne,
бяндюкъ,Ne,Бяндюк
бѣгати,V-,убегать; избегать; сбегать; бегать
бѣгнути,V-,побежать
бѣгъ,Nb,движение
бѣда,Nb,беда
бѣдити,V-,уговаривать
бѣдность,Nb,бедность
бѣдьныи,A-,несчастный; бедный
бѣдьньство,Nb,
бѣдьствовати,V-,страдать
бѣжати,V-,убежать; сбежать; бежать
бѣжьчьскыи,A-,
бѣкъ,Nb,бек (тюркский дворянский и военный титул)
бѣла,Nb,беличий мех (денежная единица)
бѣлая,Ne,
бѣленькыи,A-,чистый
бѣлобережие,Ne,Белобережье
бѣлогородьскыи,A-,белгородский
бѣлозерьскыи,A-,
бѣлозерьць,Nb,белозерец
бѣлообразьныи,A-,
бѣлоозеро,Ne,Белое озеро
бѣлужина,Nb,белужина
бѣлъгородъ,Ne,Белгород
бѣлъгородьскыи,A-,белгородский
бѣлъградъ,Ne,
бѣлъка,Nb,белка; мех белки
бѣлыи,A-,белый; чистый
бѣль,Nb,
бѣльчьскыи,A-,
бѣсити,V-,refl.: буйствовать
бѣсование,Nb,сумасшествие
бѣсовъ,A-,
бѣсовьскыи,A-,бесовский; языческий
бѣсослужение,Nb,идолопоклонство
бѣсъ,Nb,бес
бѣсьновати,V-,буйствовать
бѣсьныи,A-,бесноватый
бѣшеныи,A-,бешеный
бѹлара,F-,
ва,Pp,вы двое
ваалъ,Ne,Баал
вабити,V-,приглашать; зазывать
вавилонъ,Ne,Вавилон
вавилонянинъ,Nb,вавилонянин
вазнь,Nb,
вакхъ,Ne,
вакѣевъ,A-,Вакеев
валамъ,Ne,
валити,V-,валить
валъ,Nb,вал
валяти,V-,скатывать тесто в хлеб; валяться
вамьскыи,A-,*гора Вамьска: гора Фасга (=гора Небо)
вандышь,Nb,снеток
варадиньскыи,A-,
варвара,Ne,Варвара
варганъ,Nb,походный ударный музыкальный инструмент
варение,Nb,варение
варенно,F-,
вариво,Nb,
варимантия,Nb,мантия из тяжёлой ткани
варинъ,Ne,Варин
варити,V-,предупредить; варить
варламъ,Ne,Варлам
варнава,Ne,Варнава
варовыи,A-,утеплённый
варсонофии,Ne,Варсонофий
варфоломеи,Ne,
варшава,Ne,
варъ,Nb,жар; зной
варъваръ,Nb,варвар
варъварьскыи,A-,варварский
варьница,Nb,постройка; оборудованная для изготовления чего-либо
варьныи,A-,жаркий; знойный
варя,Nb,варка
варягъ,Nb,варяг
варяжько,Ne,Варяжко
варяжьскыи,A-,варяжский
василиевичь,Ne,Васильевич
василиевъ,A-,Васильев
василиевъ,Ne,Васильев
василии,Ne,Василий
василь,Ne,Василь
василько,Ne,Василько
васильковичь,Ne,Василькович
васильковъ,A-,Васильков
васильковьныи,A-,
васьянъ,Ne,Вассиан
ватрь,Ne,Ватрь
вахтъ,F-,
вашь,Ps,ваш
вдаль,Df,вдаль; вдали
ведерьце,Nb,ведёрце
ведро,Nb,ведро
вежа,Nb,шатёр; стан
везти,V-,везти
веихеръ,Ne,
велентаръ,Nb,
велерѣчевати,V-,клеветать
велесовъ,A-,
велии,A-,большой; великий; громкий
великодатель,Nb,щедрый человек
великолуцкыи,A-,великолуцкий
великолѣпие,Nb,величие
великосредьныи,A-,средний (о пальце на руке)
великоумьныи,A-,
великыи,A-,великий; большой
величавыи,A-,надменный
величание,Nb,тщеславие
величати,V-,восхвалять; refl: хвастаться
величие,Nb,величие
величина,Nb,величина
величити,V-,
величьствие,Nb,величие
величьство,Nb,большой размер; величие
велмудъ,Ne,
велъгласьно,Df,громогласно
вельблудъ,Nb,верблюд
вельзавелинъ,A-,дьявольский
вельми,Df,очень (с глаголами: очень сильно)
вельможа,Nb,вельможа
велѣние,Nb,приказ
велѣти,V-,приказать
венедикъ,Ne,
венедици,Nb,венецианцы
венеция,Ne,Венеция
венияминъ,Ne,Вениамин
вепрь,Nb,вепрь
